ident,ident_icao,ident_iata,actual_runway_off,actual_runway_on,fa_flight_id,operator,operator_icao,operator_iata,flight_number,registration,atc_ident,inbound_fa_flight_id,blocked,diverted,cancelled,position_only,origin_code,origin_code_icao,origin_code_iata,origin_code_lid,origin_timezone,origin_name,origin_city,origin_airport_info_url,destination_code,destination_code_icao,destination_code_iata,destination_code_lid,destination_timezone,destination_name,destination_city,destination_airport_info_url,departure_delay,arrival_delay,filed_ete,progress_percent,status,aircraft_type,route_distance,filed_airspeed,filed_altitude,route,baggage_claim,seats_cabin_business,seats_cabin_coach,seats_cabin_first,gate_origin,gate_destination,terminal_origin,terminal_destination,type,scheduled_out,estimated_out,actual_out,scheduled_off,estimated_off,actual_off,scheduled_on,estimated_on,actual_on,scheduled_in,estimated_in,actual_in
AAL2772,AAL2772,AA2772,,,AAL2772-1720829026-airline-1950p,AAL,AAL,AA,2772,N9008U,,AAL790-1720818294-airline-1919p,False,False,False,False,KJFK,KJFK,JFK,JFK,America/New_York,John F Kennedy Intl,New York,/airports/KJFK,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,4080,3000,11880,0,Scheduled / Delayed,A319,1521,479,360,RBV Q430 SAAME J6 HVQ Q68 LITTR TXK BROBB WINDU SEWZY6,,,,,38,30,8,,Airline,2024-07-14T23:59:00Z,2024-07-15T01:07:00Z,,2024-07-15T00:09:00Z,2024-07-15T01:40:00Z,,2024-07-15T03:27:00Z,2024-07-15T04:58:00Z,,2024-07-15T04:18:00Z,2024-07-15T05:08:00Z,
UAL2047,UAL2047,UA2047,,,UAL2047-1720776723-fa-0p,UAL,UAL,UA,2047,N444UA,,UAL370-1720776673-fa-127p,False,False,False,False,KSFO,KSFO,SFO,SFO,America/Los_Angeles,San Francisco Int'l,San Francisco,/airports/KSFO,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-480,11520,0,Scheduled,A320,1565,457,370,TRUKN2 SYRAH JSICA Q130 ROCCY KD42Q CABZO KA24W BGS UCOKA LAIKS3,,,,12,E10,31,3,,Airline,2024-07-15T01:39:00Z,2024-07-15T01:39:00Z,,2024-07-15T01:49:00Z,2024-07-15T01:49:00Z,,2024-07-15T05:01:00Z,2024-07-15T05:01:00Z,,2024-07-15T05:19:00Z,2024-07-15T05:11:00Z,
AAL764,AAL764,AA764,,,AAL764-1720831282-airline-78p,AAL,AAL,AA,764,N882NN,,AAL1031-1720819289-airline-50p,False,False,False,False,KCLT,KCLT,CLT,CLT,America/New_York,Charlotte/Douglas Intl,Charlotte,/airports/KCLT,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,5760,5940,9420,0,Scheduled / Delayed,B738,1032,470,300,ESTRR5 IPTAY CHOPZ THRSR JAMMR MERDN AEX J50 LFK LUKKN WLEEE7,,,,,C5,34,,,Airline,2024-07-15T00:39:00Z,2024-07-15T02:15:00Z,,2024-07-15T00:49:00Z,2024-07-15T02:25:00Z,,2024-07-15T03:26:00Z,2024-07-15T05:02:00Z,,2024-07-15T03:33:00Z,2024-07-15T05:12:00Z,
SWA4261,SWA4261,WN4261,,,SWA4261-1720839335-airline-1370p,SWA,SWA,WN,4261,N8608N,,SWA4133-1720831121-schedule-544p,False,False,False,False,KATL,KATL,ATL,ATL,America/New_York,Hartsfield-Jackson Intl,Atlanta,/airports/KATL,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,180,7140,0,Scheduled,B738,812,455,400,KAJIN2 STNGA WINAP Q40 AEX WEEED WLEEE7,,,,,C4,,N,,Airline,2024-07-15T02:50:00Z,2024-07-15T02:50:00Z,,2024-07-15T03:00:00Z,2024-07-15T03:04:00Z,,2024-07-15T04:59:00Z,2024-07-15T05:03:00Z,,2024-07-15T05:10:00Z,2024-07-15T05:13:00Z,
AAL1905,AAL1905,AA1905,,,AAL1905-1720837400-airline-180p,AAL,AAL,AA,1905,N940AN,,AAL345-1720818942-airline-3326p,False,False,False,False,KCLT,KCLT,CLT,CLT,America/New_York,Charlotte/Douglas Intl,Charlotte,/airports/KCLT,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-240,8460,0,Scheduled,B738,1032,470,300,ESTRR5 IPTAY CHOPZ THRSR JAMMR MERDN AEX J50 LFK LUKKN WLEEE7,,,,,D3,26,,,Airline,2024-07-15T02:20:00Z,2024-07-15T02:20:00Z,,2024-07-15T02:30:00Z,2024-07-15T02:45:00Z,,2024-07-15T04:51:00Z,2024-07-15T05:06:00Z,,2024-07-15T05:20:00Z,2024-07-15T05:16:00Z,
SWA3102,SWA3102,WN3102,,,SWA3102-1720842254-airline-1319p,SWA,SWA,WN,3102,N8821S,,SWA4618-1720828336-airline-1335p,False,False,False,False,KHOU,KHOU,HOU,HOU,America/Chicago,William P Hobby,Houston,/airports/KHOU,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,2460,2460,2460,0,Scheduled / Delayed,B38M,148,420,220,RETYR8 MNURE WLEEE7,,,,,45,,,,Airline,2024-07-15T03:40:00Z,2024-07-15T04:21:00Z,,2024-07-15T03:48:20Z,2024-07-15T04:29:20Z,,2024-07-15T04:29:20Z,2024-07-15T05:11:00Z,,2024-07-15T04:30:00Z,2024-07-15T05:11:00Z,
DAL2689,DAL2689,DL2689,,,DAL2689-1720807918-fa-4541p,DAL,DAL,DL,2689,N324DU,,DAL2005-1720807918-fa-4540p,False,False,False,False,KSLC,KSLC,SLC,SLC,America/Denver,Salt Lake City Intl,Salt Lake City,/airports/KSLC,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-660,8160,0,Scheduled,BCS3,1086,444,370,RUGGD3 KIERA HBU TXO LBB DILLO LAIKS3,,,,,A3,10,,,Airline,2024-07-15T02:48:00Z,2024-07-15T02:48:00Z,,2024-07-15T02:58:00Z,2024-07-15T02:58:00Z,,2024-07-15T05:14:00Z,2024-07-15T05:14:00Z,,2024-07-15T05:35:00Z,2024-07-15T05:24:00Z,
DAL1335,DAL1335,DL1335,,,DAL1335-1720757955-fa-21p,DAL,DAL,DL,1335,N115DN,,DAL840-1720758174-fa-1528p,False,False,False,False,KATL,KATL,ATL,ATL,America/New_York,Hartsfield-Jackson Intl,Atlanta,/airports/KATL,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-420,6960,0,Scheduled,A321,812,466,340,POUNC2 GRGIA GARTS LCH WEEED WLEEE7,,,,,B14,8,S,,Airline,2024-07-15T03:13:00Z,2024-07-15T03:13:00Z,,2024-07-15T03:23:00Z,2024-07-15T03:23:00Z,,2024-07-15T05:19:00Z,2024-07-15T05:19:00Z,,2024-07-15T05:36:00Z,2024-07-15T05:29:00Z,
AAL2017,AAL2017,AA2017,,,AAL2017-1720835469-airline-647p,AAL,AAL,AA,2017,N801NN,,AAL1437-1720818631-airline-1274p,False,False,False,False,KLAX,KLAX,LAX,LAX,America/Los_Angeles,Los Angeles Intl,Los Angeles,/airports/KLAX,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,2580,2400,9420,0,Scheduled / Delayed,B738,1241,460,370,DOTSS2 CNERY BLH SALOM EWM FUSCO DILLO LAIKS3,,,,,54A,23,5,,Airline,2024-07-15T01:47:00Z,2024-07-15T02:30:00Z,,2024-07-15T01:57:00Z,2024-07-15T02:51:00Z,,2024-07-15T04:34:00Z,2024-07-15T05:28:00Z,,2024-07-15T04:58:00Z,2024-07-15T05:38:00Z,
SWA1664,SWA1664,WN1664,,,SWA1664-1720840945-airline-1389p,SWA,SWA,WN,1664,N7831B,,SWA4523-1720823499-airline-154p,False,False,False,False,KMDW,KMDW,MDW,MDW,America/Chicago,Chicago Midway Intl,Chicago,/airports/KMDW,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,180,7860,0,Scheduled,B737,974,464,400,ACITO ADELL ARLYN STL FSM BROBB WINDU SEWZY6,,,,,B22,22,,,Airline,2024-07-15T03:20:00Z,2024-07-15T03:20:00Z,,2024-07-15T03:30:00Z,2024-07-15T03:32:00Z,,2024-07-15T05:41:00Z,2024-07-15T05:43:00Z,,2024-07-15T05:50:00Z,2024-07-15T05:53:00Z,
